class_name,image_a,image_b,dhash_distance
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0171.jpg,1
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0172.jpg,2
No Foam,No Foam/frame_0166.jpg,No Foam/frame_0173.jpg,4
No Foam,No Foam/frame_0167.jpg,No Foam/frame_0168.jpg,1
No Foam,No Foam/frame_0167.jpg,No Foam/frame_0169.jpg,0
No Foam,No Foam/frame_0167.jpg,No Foam/frame_0170.jpg,1
No Foam,No Foam/frame_0167.jpg,No Foam/frame_0171.jpg,0
No Foam,No Foam/frame_0167.jpg,No Foam/frame_0172.jpg,1
No Foam,No Foam/frame_0167.jpg,No Foam/frame_0173.jpg,3
No Foam,No Foam/frame_0168.jpg,No Foam/frame_0169.jpg,1
No Foam,No Foam/frame_0168.jpg,No Foam/frame_0170.jpg,2
No Foam,No Foam/frame_0168.jpg,No Foam/frame_0171.jpg,1
No Foam,No Foam/frame_0168.jpg,No Foam/frame_0172.jpg,0
No Foam,No Foam/frame_0168.jpg,No Foam/frame_0173.jpg,2
No Foam,No Foam/frame_0168.jpg,No Foam/frame_0178.jpg,4
No Foam,No Foam/frame_0169.jpg,No Foam/frame_0170.jpg,1
No Foam,No Foam/frame_0169.jpg,No Foam/frame_0171.jpg,0
No Foam,No Foam/frame_0169.jpg,No Foam/frame_0172.jpg,1
No Foam,No Foam/frame_0169.jpg,No Foam/frame_0173.jpg,3
No Foam,No Foam/frame_0170.jpg,No Foam/frame_0171.jpg,1
No Foam,No Foam/frame_0170.jpg,No Foam/frame_0172.jpg,2
No Foam,No Foam/frame_0170.jpg,No Foam/frame_0173.jpg,4
No Foam,No Foam/frame_0170.jpg,No Foam/frame_0178.jpg,4
No Foam,No Foam/frame_0171.jpg,No Foam/frame_0172.jpg,1
No Foam,No Foam/frame_0171.jpg,No Foam/frame_0173.jpg,3
No Foam,No Foam/frame_0172.jpg,No Foam/frame_0173.jpg,2
No Foam,No Foam/frame_0172.jpg,No Foam/frame_0178.jpg,4
No Foam,No Foam/frame_0174.jpg,No Foam/frame_0175.jpg,4
No Foam,No Foam/frame_0174.jpg,No Foam/frame_0176.jpg,2
No Foam,No Foam/frame_0174.jpg,No Foam/frame_0177.jpg,3
No Foam,No Foam/frame_0175.jpg,No Foam/frame_0176.jpg,4
No Foam,No Foam/frame_0175.jpg,No Foam/frame_0177.jpg,3
No Foam,No Foam/frame_0176.jpg,No Foam/frame_0177.jpg,1
No Foam,No Foam/frame_0178.jpg,No Foam/frame_0179.jpg,2
No Foam,No Foam/frame_0178.jpg,No Foam/frame_0180.jpg,1
No Foam,No Foam/frame_0178.jpg,No Foam/frame_0181.jpg,3
No Foam,No Foam/frame_0178.jpg,No Foam/frame_0182.jpg,3
No Foam,No Foam/frame_0178.jpg,No Foam/frame_0183.jpg,4
No Foam,No Foam/frame_0179.jpg,No Foam/frame_0180.jpg,3
No Foam,No Foam/frame_0179.jpg,No Foam/frame_0181.jpg,3
No Foam,No Foam/frame_0179.jpg,No Foam/frame_0182.jpg,3
No Foam,No Foam/frame_0179.jpg,No Foam/frame_0183.jpg,4
No Foam,No Foam/frame_0180.jpg,No Foam/frame_0181.jpg,2
No Foam,No Foam/frame_0180.jpg,No Foam/frame_0182.jpg,2
No Foam,No Foam/frame_0180.jpg,No Foam/frame_0183.jpg,3
No Foam,No Foam/frame_0181.jpg,No Foam/frame_0182.jpg,0
No Foam,No Foam/frame_0181.jpg,No Foam/frame_0183.jpg,1
No Foam,No Foam/frame_0182.jpg,No Foam/frame_0183.jpg,1
