class_name,subtype,source_path,output_path,augmentation,parameters_json
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_34_Pro.jpg,Post-Antifoam Addition/augmented/saturation/root/WIN_20260707_13_43_34_Pro__saturation.jpg,saturation,"{""factor"": 1.0933}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_34_Pro.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/WIN_20260707_13_43_34_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0054, ""shift_y_fraction"": 0.0226, ""zoom"": 1.0391}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_38_Pro.jpg,Post-Antifoam Addition/augmented/small_rotation/root/WIN_20260707_13_43_38_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 1.3586}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_38_Pro.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/WIN_20260707_13_43_38_Pro__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_38_Pro.jpg,Post-Antifoam Addition/augmented/brightness/root/WIN_20260707_13_43_38_Pro__brightness.jpg,brightness,"{""factor"": 0.8532}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_38_Pro.jpg,Post-Antifoam Addition/augmented/contrast/root/WIN_20260707_13_43_38_Pro__contrast.jpg,contrast,"{""factor"": 0.9396}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_38_Pro.jpg,Post-Antifoam Addition/augmented/saturation/root/WIN_20260707_13_43_38_Pro__saturation.jpg,saturation,"{""factor"": 0.9435}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_38_Pro.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/WIN_20260707_13_43_38_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0052, ""shift_y_fraction"": -0.0264, ""zoom"": 1.0593}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_40_Pro.jpg,Post-Antifoam Addition/augmented/small_rotation/root/WIN_20260707_13_43_40_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.1611}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_40_Pro.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/WIN_20260707_13_43_40_Pro__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_40_Pro.jpg,Post-Antifoam Addition/augmented/brightness/root/WIN_20260707_13_43_40_Pro__brightness.jpg,brightness,"{""factor"": 0.9553}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_40_Pro.jpg,Post-Antifoam Addition/augmented/contrast/root/WIN_20260707_13_43_40_Pro__contrast.jpg,contrast,"{""factor"": 1.1488}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_40_Pro.jpg,Post-Antifoam Addition/augmented/saturation/root/WIN_20260707_13_43_40_Pro__saturation.jpg,saturation,"{""factor"": 0.9344}"
Post-Antifoam Addition,root,Post-Antifoam Addition/WIN_20260707_13_43_40_Pro.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/WIN_20260707_13_43_40_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0199, ""shift_y_fraction"": -0.0038, ""zoom"": 1.013}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0000__small_rotation.jpg,small_rotation,"{""angle_degrees"": 1.0784}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0000__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0000__brightness.jpg,brightness,"{""factor"": 1.0885}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0000__contrast.jpg,contrast,"{""factor"": 0.9425}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0000__saturation.jpg,saturation,"{""factor"": 0.9707}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0000.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0000__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0098, ""shift_y_fraction"": 0.0267, ""zoom"": 1.0213}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0001__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.3753}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0001__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0001__brightness.jpg,brightness,"{""factor"": 1.0668}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0001__contrast.jpg,contrast,"{""factor"": 0.9295}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0001__saturation.jpg,saturation,"{""factor"": 1.0263}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0001.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0001__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0198, ""shift_y_fraction"": 0.0294, ""zoom"": 1.0625}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0002__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.2248}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0002__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0002__brightness.jpg,brightness,"{""factor"": 1.0947}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0002__contrast.jpg,contrast,"{""factor"": 0.9287}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0002__saturation.jpg,saturation,"{""factor"": 0.9152}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0002.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0002__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0324, ""shift_y_fraction"": 0.0046, ""zoom"": 1.0681}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0003__small_rotation.jpg,small_rotation,"{""angle_degrees"": -2.1127}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0003__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0003__brightness.jpg,brightness,"{""factor"": 1.0559}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0003__contrast.jpg,contrast,"{""factor"": 1.0802}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0003__saturation.jpg,saturation,"{""factor"": 1.0214}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0003.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0003__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0088, ""shift_y_fraction"": -0.0181, ""zoom"": 1.0003}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0004__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.4659}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0004__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0004__brightness.jpg,brightness,"{""factor"": 0.9939}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0004__contrast.jpg,contrast,"{""factor"": 0.98}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0004__saturation.jpg,saturation,"{""factor"": 1.0698}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0004.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0004__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0012, ""shift_y_fraction"": -0.0093, ""zoom"": 1.0573}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0005__small_rotation.jpg,small_rotation,"{""angle_degrees"": -4.2751}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0005__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0005__brightness.jpg,brightness,"{""factor"": 0.9958}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0005__contrast.jpg,contrast,"{""factor"": 1.1223}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0005__saturation.jpg,saturation,"{""factor"": 1.0433}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0005.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0005__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0156, ""shift_y_fraction"": 0.0314, ""zoom"": 1.0296}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0006__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.35}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0006__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0006__brightness.jpg,brightness,"{""factor"": 0.99}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0006__contrast.jpg,contrast,"{""factor"": 1.0414}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0006__saturation.jpg,saturation,"{""factor"": 0.9842}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0006.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0006__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0216, ""shift_y_fraction"": 0.0183, ""zoom"": 1.0185}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0007.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0007__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.3019}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0007.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0007__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0007.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0007__brightness.jpg,brightness,"{""factor"": 0.9557}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0007.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0007__contrast.jpg,contrast,"{""factor"": 0.8795}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0007.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0007__saturation.jpg,saturation,"{""factor"": 0.9176}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0007.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0007__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0307, ""shift_y_fraction"": 0.0028, ""zoom"": 1.0516}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0008__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.6635}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0008__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0008__brightness.jpg,brightness,"{""factor"": 1.1328}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0008__contrast.jpg,contrast,"{""factor"": 1.0809}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0008__saturation.jpg,saturation,"{""factor"": 0.9283}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0008.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0008__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0216, ""shift_y_fraction"": 0.0267, ""zoom"": 1.0583}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0009__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.5346}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0009__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0009__brightness.jpg,brightness,"{""factor"": 0.8842}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0009__contrast.jpg,contrast,"{""factor"": 1.051}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0009__saturation.jpg,saturation,"{""factor"": 0.9538}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0009.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0009__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0305, ""shift_y_fraction"": 0.0035, ""zoom"": 1.0278}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0010.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0010__small_rotation.jpg,small_rotation,"{""angle_degrees"": -7.3407}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0010.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0010__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0010.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0010__brightness.jpg,brightness,"{""factor"": 1.1095}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0010.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0010__contrast.jpg,contrast,"{""factor"": 1.0907}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0010.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0010__saturation.jpg,saturation,"{""factor"": 1.0111}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0010.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0010__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.007, ""shift_y_fraction"": 0.0077, ""zoom"": 1.0121}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0011.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0011__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.4681}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0011.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0011__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0011.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0011__brightness.jpg,brightness,"{""factor"": 1.1461}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0011.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0011__contrast.jpg,contrast,"{""factor"": 0.9042}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0011.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0011__saturation.jpg,saturation,"{""factor"": 1.0756}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0011.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0011__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0084, ""shift_y_fraction"": -0.0035, ""zoom"": 1.0233}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0012.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0012__small_rotation.jpg,small_rotation,"{""angle_degrees"": -7.3713}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0012.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0012__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0012.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0012__brightness.jpg,brightness,"{""factor"": 1.0012}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0012.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0012__contrast.jpg,contrast,"{""factor"": 0.977}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0012.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0012__saturation.jpg,saturation,"{""factor"": 0.9166}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0012.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0012__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0342, ""shift_y_fraction"": 0.0051, ""zoom"": 1.014}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0013__small_rotation.jpg,small_rotation,"{""angle_degrees"": 2.3256}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0013__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0013__brightness.jpg,brightness,"{""factor"": 0.9931}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0013__contrast.jpg,contrast,"{""factor"": 1.1021}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0013__saturation.jpg,saturation,"{""factor"": 0.9287}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0013.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0013__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0074, ""shift_y_fraction"": -0.0235, ""zoom"": 1.0191}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0014__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.9589}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0014__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0014__brightness.jpg,brightness,"{""factor"": 1.1125}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0014__contrast.jpg,contrast,"{""factor"": 1.0012}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0014__saturation.jpg,saturation,"{""factor"": 1.0782}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0014.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0014__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0263, ""shift_y_fraction"": -0.0243, ""zoom"": 1.0276}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0015.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0015__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.1999}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0015.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0015__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0015.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0015__brightness.jpg,brightness,"{""factor"": 0.9059}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0015.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0015__contrast.jpg,contrast,"{""factor"": 0.8532}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0015.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0015__saturation.jpg,saturation,"{""factor"": 1.0991}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0015.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0015__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0015, ""shift_y_fraction"": -0.0159, ""zoom"": 1.0012}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0016__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.8162}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0016__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0016__brightness.jpg,brightness,"{""factor"": 1.0543}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0016__contrast.jpg,contrast,"{""factor"": 1.0522}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0016__saturation.jpg,saturation,"{""factor"": 1.0337}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0016.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0016__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0072, ""shift_y_fraction"": -0.0045, ""zoom"": 1.0218}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0017.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0017__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.6425}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0017.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0017__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0017.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0017__brightness.jpg,brightness,"{""factor"": 1.0519}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0017.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0017__contrast.jpg,contrast,"{""factor"": 0.9287}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0017.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0017__saturation.jpg,saturation,"{""factor"": 1.0092}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0017.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0017__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0091, ""shift_y_fraction"": 0.0066, ""zoom"": 1.0358}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0018.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0018__small_rotation.jpg,small_rotation,"{""angle_degrees"": -2.4612}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0018.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0018__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0018.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0018__brightness.jpg,brightness,"{""factor"": 0.9222}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0018.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0018__contrast.jpg,contrast,"{""factor"": 1.1427}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0018.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0018__saturation.jpg,saturation,"{""factor"": 0.9729}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0018.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0018__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0148, ""shift_y_fraction"": 0.0012, ""zoom"": 1.0456}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0019__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.7282}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/augmented/horizontal_flip/root/frame_0019__horizontal_flip.jpg,horizontal_flip,{}
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/augmented/brightness/root/frame_0019__brightness.jpg,brightness,"{""factor"": 1.008}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/augmented/contrast/root/frame_0019__contrast.jpg,contrast,"{""factor"": 1.0886}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/augmented/saturation/root/frame_0019__saturation.jpg,saturation,"{""factor"": 1.0697}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0019.jpg,Post-Antifoam Addition/augmented/zoom_translate/root/frame_0019__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0316, ""shift_y_fraction"": 0.0194, ""zoom"": 1.0016}"
Post-Antifoam Addition,root,Post-Antifoam Addition/frame_0020.jpg,Post-Antifoam Addition/augmented/small_rotation/root/frame_0020__small_rotation.jpg,small_rotation,"{""angle_degrees"": -6.2278}"
